A|So, what's the difference?|qw	B|Idi Amin was, you know, in power for so long.|sd
B|So, who is your favorite football team?|qw	A|Guess.|ad
B|What's that?|qw	A|They're going to go somewhere pretty shortly.|sv
A|Who's, their quarterback?|qw	B|Yeah.|b
A|Who's their quarterback?|qw	B|Uh, Jim Kelly.|sd
B|Who was the quarterback?|qw	A|Well,  They,  had quite a few quarterbacks if you think about it. Uh,|sd
B|Well, when is the, N F L draft|qw	A|But, uh,|%
B|What kind do you have?|qw	A|Um, it's an I B M,|sd
A|What kind of books do you like to read?|qw	B|Oh , I like all kinds of books.|sd
B|How about you?|qo	A|Um, well, I like, like you said, real life, um,|sd
A|What was the last book you read?|qw	B|Uh, jeez,|^h
A|Well, how about who,|qw	B|Like I say, haven't done it in, in such a long time.|sd
B|How many people do you supervise?|qw	A|Uh, about twenty.|sd
A|How, how do you look at counting credit cards?|qo	B|We just, uh, quit using them|sd
B|Why do they do that?|qw	A|It's just another way to make money, as far as I can tell.|sv
A|Do you have any particular thoughts about the school system?|qo	B|or Well, um, I, I think that in, in, uh,|%
A|well what movies do you like?|qw	B|Gosh,|^h
A|How old are you all?|qw	B|Um, we're late twenties.|sd
B|What's the last movie you saw?|qw	A|GHOST.|sd
B|to talking on How does that sound?|qw	A|There you go.|ba
B|and,  what did she do with the,|qw	A|I think she was,|sd
B|Well, Hal, what's, uh, what's crime like in Dallas?|qw	A|Well, it depends where in Dallas you are.|sd
B|What, what do you think can prevent crime?|qw	A|Well, the thing is, I don't,|%
A|What are, what does your city have for gun control if anything?|qw	B|Well, see Maryland is one of the most,|%
B|What part of Michigan were you living in?|qw	A|Oh, I grew up in Dearborn which is a suburb of, of Detroit.|sd
B|What brought you down here?|qw	A|Oh, a teaching job.|sd
A|How would you feel about sending an elderly family member to a nursing home?|qo	B|Well, I don't feel very good about it,|sd
A|And what type of recommendations did you have when you decided where to place him?|qw	B|Um, well, the, see, uh, well,|%
B|Uh, what do you think?|qo	A|My grandmother lived with us, um, until August, um,|sd
B|So what do you use for cookbooks?|qw	A|Um, I have a PILLSBURY cookbook I got when I was married,|sd
A|but, what you serve or what would you|qw	B|Well, I, I, I think we come from, from different backgrounds, uh,|sd
A|What's one of your favorites?|qw	B|Um, gee,|^h
A|Anything else you wanted to add?|qo	B|Well, you had said dinner, you know, you know,|sd
B|What about you?|qo	A|We found this Oriental tile game called Mah-jongg .|sd
A|So what,  So what  gets you?|qo	B|As far as I'm  ,|%
B|Uh, what do you think?|qo	A|Well, I mean I,|%
A|I mean if you could legislate something, what would you legislate?|qw	B|I really don't know.|sd
A|what kind of house do you live in?|qw	B|Well, uh, we live in a, a brick home in far north Dallas|sd
A|I wonder how long it's going to be on for.|qw	B|I think five minutes is the max.|sd
B|Well, what did you have for lunch?|qw	A|Oh, it was, uh, it was,|%
A|If you're having a dinner party, what, what would you serve?|qw	B|Okay, uh,|^h
B|How does that sound?|qw	A|Jeez,|ba
B|and now where are you in New York?|qw	A|Upstate.|sd
A|What is your handicap?|qw	B|Right now it's three.|sd
A|So what do you, uh, think is the, uh, the worst culprit for air pollution?|qw	B|Well, I think it's, it's probably a combination of things.|sv
A|what do you think?|qo	B|Well, I never gave it any thought myself|sd
A|Oh, but, uh, anyway, how did you get on this program?|qw	B|I work at T I.|sd
B|But  how did you get on it?|qw	A|Well, my husband works at T I over on Central.|sd
A|So, how is the weather out there?|qw	B|Uh, it's really cold|sd
B|How about you guys?|qw	A|Um. Uh, it's just, it's a, it's about same.|sd
A|What part?|qw	B|And, uh,|%
B|So, what's the temperature up today over there?|qw	A|Oh, man,|ba
B|What's your major?|qw	A|Uh, it was nursing,|sd
A|In,|qw	B|Uh, elementary and special ed.|sd
A|What changes do you feel have happened?|qw	B|Oh, I guess the first thing has been the, uh, for the right, for women to vote.|sv
A|What do you see, uh, changing in the future?|qw	B|I think that we're probably going to see a lot more companies, uh, run by females.|sv
A|How big is Provo?|qw	B|Um.|%
B|So do you, what do you think is good about the schools?|qw	A|That is good about,|%
B|So what's the conditions like in Dallas?|qw	A|Well, uh, in Dallas, I, I haven't seen air pollution quite on a, quite on a level that we had in Denver.|sd
B|What do you like to do?|qo	A|Um, I try to do some painting, although I'm not very good at it|sd
B|how do you isolate them?|qw	A|You get a|sd
B|Who is the competition going to be?|qw	A|Well, it's supposed to be the Redskins, but you know, we beat them already.|sd
A|How about you guys?|qo	B|We have three dogs and two birds at this point.|sd
A|what kind of birds do you have?|qw	B|Parakeets.|sd
A|Well, what kind of vacations do you like to take? .|qw	B|Well, we've, uh, we've been fortunate enough to take a couple of trips over to Europe|sd
A|Where have you gone there?|qw	B|We've gone to, um, Germany, Switzerland, Austria, Ireland and England.|sd
B|Where have you been?|qw	A|I even.|%
B|How did you like Africa?|qo	A|Well, I liked it.|sd
B|What type of work?|qw	A|Um, I was working with an organization that does Bible translation.|sd
B|where do you go?|qw	A|Uh, I U.|sd
A|Well what do you think can be done about the crime in the city?|qw	B|Well, I think it's, what's been happening over the last several years it seems they've been beefing up the police patrols, trying to put, put more guys, more cops, higher visibility,|sv
A|So how do you know this much about, um, stealing cars?|qw	B|Well, after I found mine I had to, I had this,|sd
A|So, how you like New Jersey?|qo	B|Uh, it's pretty good, you know.|sv
B|How about yourself?|qo	A|Well, I don't know.|no
A|What do you think?|qo	B|Well, uh, I can't be terribly authoritative on what life was like thirty years ago, uh, because I'm not that old yet.|sd
A|What do you do now?|qw	B|Uh, computer programmer|sd
B|Well what else?|qo	A|I believe we've pretty much summed everything up.|sv
B|Where is that?|qw	A|Uh, it's about thirty miles from Sherman.|sd
A|Um, what kind of hobbies do you have?|qw	B|Um, I do a lot of cross-stitching and painting, when I do have spare time.|sd
A|How old?|qw	B|He's seven months old.|sd
B|what's his name, plays the trumpet. Yeah.|qw	A|I like the Moody Blues.|sd
A|where are you?|qw	B|We're in Sherman.|sd
A|What, what do you do?|qw	B|Well, right now I'm just a homemaker,|sd
B|So what, what, how do you spend the time with your children?|qw	A|Well both of mine are boys.|sd
B|What, what are you doing?|qw	A|Baseball has started.|sd
B|And where do you go?|qw	A|Different places every year.|sd
A|What are you learning to be?|qw	B|Oh, oh, excuse me?|br
A|What degree, I mean, what are you wanting to do after you get out of college?|qw	B|Well, I, I'm doing computer science, computer engineering.|sd
B|How do you feel about them, I mean, since you've kind of been close to that.|qo	A|Well, I've Well, I can kind of see both sides, you know,|sd
A|How about yourself?|qo	B|All right.|aa
A|So, do you have any hobbies?|qo	B|Well, right at the present time nothing real special.|sd
B|Now where is this?|qw	A|Uh, it's in Georgia.|sd
A|Do you do anything on a regular basis?|qo	B|Well, off and on,|sd
A|Well, anything else about exercise we can talk about.|qo	B|Well, other than I need to go.|fo_o_fw_"_by_bc
B|Well what are the others?|qo	A|Well, uh, I originally came from Saint Louis,|sd
B|what do you, what do you think of Incaviglia's loss.|qw	A|I kind of think it was necessary,|sv
B|well how do you think the Royals are going to do?|qw	A|I think the Royals will do okay.|sv
B|Well, well when are the Rangers going to come through|qw	A|Uh, that's a good question.|sd
A|what baseball team are you familiar with?|qw	B|Well, I'm only a little bit familiar with the Red Sox because I lived up in Boston for a while,|sd
B|Uh, what do you want to concentrate on.|qw	A|It doesn't matter to me.|sd
B|But, uh, what do you think about the mess that's, we've created in Iraq?|qo	A|I think it's unfortunate, uh, as far as the Kurds are concerned,|sd
B|what kind of time frame is it, uh, looking for the, uh, different shifts up there?|qw	A|I|%
B|So, what was our question about, decline in|qw	A|Wasn't the decline so much.|arp_nd
B|Where do you think it's, where do you think it's going to go in twenty years?|qw	A|I haven't the slightest idea.|sd
B|I'm curious what was your, uh, graduate study in?|qw	A|Well, I, I was in English as a matter of fact, and medieval studies,|sd
A|what do you think are some current trends in, uh, the way families spend time together, based on what you've seen.|qw	B|Um, I, I think that it's getting to where they're not spending time together.|sv
A|If I had kids, well if you had kids, what kind of things do you hope to do? like paper|qo	B|Um, I, I hope to, of course, be able to teach them right from wrong.|sd
A|by, what do you mean by liberal, um.|qw	B|Liberal politically,|sd
A|Uh, what's the main, what's the main difference between Republicans and Democrats?|qw	B|Okay,|bk
B|How old are you?|qw	A|I'm twenty-six.|sd
A|Well what did you think  of Reagan as a president?|qw	B|I just thought he was really inept.|sv
B|What do you do?|qw	A|Uh, I ride a bicycle quite a bit and uh, work out with free weights|sd
A|So what's your motivation?|qw	B|What, what's my motivation?|br
B|Well how old are you?|qw	A|I'm, uh, twenty-seven.|sd
B|what is it?|qw	A|Steroids.|sd
A|What do you think of that, uh, the greenhouse effect that's going on?|qo	B|Well I guess that's the fluorocarbons|sd
A|How long have you been in Raleigh?|qw	B|Um, I've been out of Texas about ten years.|sd
A|Well, how old are you?|qw	B|Oh, twenty, uh, seven.|sd
B|How'd you get involved in this research?|qw	A|Um, I worked at T I for a while,|sd
A|How'd you get into it?|qw	B|Um, I, I was taking a voice I O class and, um, and actually doing some research,|sd
A|Uh, how many kids do you have?|qw	B|Just two,|sd
A|What year, I mean, how old are they?|qw	B|Four and five.|sd
B|When does it, when does it bloom?|qw	A|But I do not much,|%
B|And what color?|qw	A|oh, they come in all different colors.|sd
B|what color is, is yours blooming?|qw	A|I have got some in the backyard that bloomed blue. Which I would not, would have liked those in the front because they match my porch and stuff better. And then some on the side of the house with the dusty purple color. With little purple spots that it, it will fade into a solid purple.|sd
A|How do you spell that?|qw	B|G o m p h r e n a.|sd
A|How do you feel about it?|qo	B|Well, yeah,|aa
B|How often do you meet?|qw	A|Well, we try,|%
A|What are you providing ?|qw	B|and I have to make hors d'oeuvres|sd
A|What was one of the latest ones that you've seen, actually?|qw	B|Oh, I I think we rented PRETTY WOMAN a couple weeks, months ago.|sd
A|What are some others that you have seen lately?|qw	B|Oh, I'm trying to think, uh,|^h
A|what did I say, Peter?|qw	B|I think you said Peter.|sd
A|Who wrote that?|qw	B|Oh, I do not remember the man's name,|sd
A|where have you all been on vacation recently?|qw	B|Recently,|sd
B|What did you wind up with?|qw	A|Oh, I had fondue.|sd
B|So but,  what does you husband do now?|qw	A|Uh, he is an engineer,|sd
B|what is your last name?|qw	A|Kuenzer, K U E N Z E R,|sd
A|Or, or what do you think?|qo	B|Oh, yeah|ny
A|What, what kind of work do you do?|qw	B|I am a drafter.|sd
B|Well, when she got home, who took  care of her?|qw	A|Yeah.|b
A|How do you feel about that Lenore ?|qo	B|I am very much for capital punishment.|sd
A|Uh, what, uh, what activities do you do when you're camping?|qw	B|Oh, we take little nature hikes|sd
A|What type of things do you feel would invade your privacy every day?|qw	B|Um, huh. Well, I don't like it when, uh, people listen to my phone conversations, like if they're outside my door while I'm talking in my room or when people like look through my things in my bedroom|sd
A|Now what can you do to stop that?|qw	B|Oh, I don't know.|sd
A|Let's see. What else is an invasion?|qw	B|I had an old boyfriend who looked through my notes one time|sd
B|And what did you graduate in?|qw	A|I|%
A|in what major or what year?|qw	B|Yeah,|b
A|How long of a program is that?|qw	B|Forever|sd
B|So what is your advice to picking a college.|qw	A|My advice is is, uh, look for, at the student to faculty ratio, you know,|sd
B|Is that, what was yours more like?|qw	A|Yeah|b
A|Well, what would be your advice to a parent of a child thinking of attending college?|qw	B|Oh, man. I think your advice is good.|^h
A|What do you think has caused our horrible situation?|qw	B|Uh, I don't think there's any one simple answer to the whole thing.|sv
B|So which one are we going to throw out?|qw	A|Well, I hate to say it,|sd
A|How did you get on this T I thing?|qw	B|Oh, I, I know some of the people.|sd
B|What, what, what sort of, of regiment do you have?|qw	A|Well, I just got back from biking twelve and a half miles,|sd
B|What, what, what, what's on, what's this mat, I mean,|qw	A|It, it, it's just an exercise mat that rolls up|sd
A|what do you think about, uh, the self insurance business?|qw	B|Well, I watched something on T V a couple of months ago by, uh, General, ex, uh, Surgeon General Koop.|sd
A|Uh, how about yourself.|qo	B|Um, well, I'm certainly in favor of AIDS research,|sd
B|Whose figure is that?|qw	A|I don't know.|sd
A|What do you think, Doug, of Mister Johnson?|qw	B|Um well, I, well, I am sorry that he has the virus.|sd
B|Where are you from originally?|qw	A|I'm from, uh, northern Utah,|sd
B|What  kind of woodworking  do you do?|qw	A|Do you, uh,|qy
A|How about yourself?|qo	B|Uh, well, I like to think of it as a hobby, but I, I guess also, partly out of necessity. Just repairing things around the house.|sd
A|How about yourself?|qo	B|Well, we, uh, left here in seventy-six.|sd
B|So.  What kind of business are you in?|qw	A|I'm in the, uh, sporting goods business.|sd
A|What, who are you with?|qw	B|Uh, we're with an organization called, uh, Wycliff Bible Translators.|sd
A|How did that compare with this area as far as housing prices?|qw	B|Uh, we were, uh, really surprised to find that they're higher here.  Uh,|sd
A|Um, what's your situation?|qw	B|I work for the University of New Hampshire,|sd
A|What do you consider most important, you think, in terms of, of the different benefits?|qw	B|Well, I think, uh, the, the health care, of course, is an important, and has to be the single most important benefit|sv
A|how, how does, uh, University of New Hampshire handle it?|qw	B|Well, we have two different plans that we can subscribe to under dental, uh, depending,|sd
A|What's your view.|qw	B|Huh?|br
A|What's your view?|qw	B|Well, I have a hard time thinking that they can control guns. Personally.|sv
A|What do you do, Jeff?|qw	B|Uh, I, I'm in, uh, program control for a company up here.|sd
B|What do you do?|qw	A|I'm, uh, researcher of Honeywell up here.|sd
B|How is the weather up there?|qw	A|Oh, it's not too good.|sd
A|well, what year are you in in college?|qw	B|I'm a sophomore.|sd
B|What did you major in?|qw	A|I majored in business administration.|sd
A|Where?|qw	B|In Arizona.|sd
A|Uh, what kind of books do you enjoy reading?|qw	B|Uh, haven't, have, I have a wide variety of, of hobbies,|^h
B|How about yourself?|qo	A|Well, um, I have an interest in art,|sd
A|How about you?|qo	B|Um, well I hate to,|h
A|what would you have, who, who, who would determine what these people do.|qw	B|Yeah,|b
B|How about in your case?|qo	A|Well, in my case my husband is not a carpenter,|sd
A|How do you feel about that.|qo	B|I don't really,|%
B|Well, how did you get a recipe for pudding on your own?|qw	A|Um, actually I found it in one of my mother's, um, homemade cookbooks,|sd
B|If you were, uh, what do you think about the whole concept of a trial by your peers?|qo	A|Well, I think it's a good idea.|sv
A|Well, how many credit cards do you have?|qw	B|Um, I've only, I've got about four maybe.|sd
A|Uh, what do you think about the idea of providing one for somebody like that?|qo	B|Um, well,|arp_nd
A|So what kind of weather have you had in Dallas?|qw	B|Well, it's been very windy,|sv
B|What's, what's her name?|qw	A|Ann Richards.|sd
A|Well, how do you feel about, uh, drug testing?|qo	B|Um, personally, I don't have a problem with it, uh,|sd
A|Well, what's your views on it?|qo	B|I think it's, uh, a good idea.|sv
A|First,  let me ask  you, what's, what's the weather like up there to begin with?|qw	B|And good,|%
A|What did you like to do most?|qw	B|Well really just commune with nature.|sd
A|Where did you live?|qw	B|A little town called Tuckaho, over by White Plains.|sd
A|how do you feel about them?|qo	B|Well, I keep trying to get away from them,|sd
B|What about you?|qo	A|Well, we have this philosophy, we use it when we go off somewhere|sd
A|What are they?|qw	B|well I don't know if they consider themselves animals anymore.|sd
B|How did he do that?|qw	A|well we put some papers on the floor, underneath the john|sd
A|Well, what do your cats do besides sitting and purring and letting you pet them|qw	B|Oh, my goodness, these guys, they, well actually they're my husband's pets.|^h
B|What do you read?|qw	A|Oh, uh, well, I read for a living.|sd
B|What kind of books?|qw	A|Center for Advanced Study of the Behavioral Sciences and therefore, I read, uh, psychology, sociology, anthropology, political science, philosophy, linguistics, history, uh,|sd
A|What do you think is, the most promising, or practical book, uh, of that kind you've read recently?|qw	B|Um, Oh, I I have a love affair with John Bradshaw.|^h
A|I mean, what thoughts do you have on the subject?|qo	B|Uh, you know, we even lived there for a, a while when my husband was in the Navy.|sd
A|Where does he work if you  don't mind me,|qw	B|He,  he works for Bramalea Company,|sd
A|What's the name of that company|qw	B|Bramalea.|sd
A|What do they do?|qw	B|It's a security company|sd
A|How is T I in that mode?|qw	B|Well, very well, um,|sv
A|Well   well, who, who else  is going to do this, then?|qw	B|Do they  wind up with more red tape, and  more problems then?|qh
B|How about you?|qo	A|Yeah,|^h
A|Where have you been on a wonderful vacation?|qw	B|Well normally when we go on vacation we go home, to Colorado.|sd
A|Well, what kind of things do you like to do when you go to Colorado?|qo	B|Oh, well, we like to ski, of course,|sd
B|what state are you in?|qw	A|Texas.|sd
A|What's your favorite thing to cook if you're having a dinner party?|qw	B|Um, I have a great recipe for sour cream chicken enchiladas|sd
B|What about you?|qo	A|I end up with an old stand-by that we call Russian chicken, because it's so easy|sd
B|Well, what do you put in it?|qw	A|Uh, you make, you just take your boneless chicken breasts|sd
A|Um, what, what kind of experience did you have?|qo	B|Well, I, uh,|%
A|What is twenty-one thousand?|qw	B|Pardon?|br
A|What school is that?|qw	B|It's Southwest Missouri State University|sd
A|who do you like?|qw	B|Okay,|b
A|and who's the other big guy?|qw	B|Well, in Oklahoma we say Garth Brooks|sd
A|What do you teach, what grade?|qw	B|Well, it's ninth, nine through twelve|sd
A|and how do people feel about it?|qo	B|So, we're familiar with it.|sd
A|What is your favorite show?|qw	B|Well, I was just trying to think.|^h
B|What do you watch?|qw	A|I watch just about anything,  but  not a lot of,  T V.|sd
A|So, so what have you seen lately that, um, you think is worthwhile?|qw	B|Um, the last movie I saw was REGARDING HENRY.|sd
B|Uh, what is the topic?|qw	A|The topic is cars.|sd
B|Well, where do you think they are heading this year?|qo	A|Uh, it's hard to say.|sv
A|What's going on?|qw	B|Well, just go ahead and talk,|sd
B|What does he charge me?|qw	A|Well, my,|%
A|What do I do with it?|qw	B|I know,|sd
B|So, how's the baby, do you think|qo	A|What?|br
B|How's the,|qw	A|We could talk, Let's talk about the baby.|oo_co_cc
A|What kind of consulting do you do?|qw	B|Uh, systems consulting. Computerization for construction firms.|sd
A|what kind of dinner parties have you had?|qw	B|Well, I've had them, uh, where I've served up to twelve to sixteen people.|sd
A|Well what do you think about the everyday occurrences that are, that are an invasion of your privacy?|qo	B|Well, the, uh,|%
A|What, what do you, where are you from?|qw	B|Oh, I'm from Texas.|sd
B|what part?|qw	A|Yeah,|b
A|What kind of dining out do you like?|qw	B|Well, there is two kinds.|sd
B|What about you?|qo	A|We have  one called Chi Chi's in in our area.|sd
A|Where did you go to college?|qw	B|Uh, I went to the Naval Academy.|sd
B|What area?|qw	A|Underwater acoustics.|sd
B|when did you retire?|qw	A|The end of last month.|sd
A|How  do you like Chinese food?|qw	B|Oh, we, we do enjoy that.|sd
B|But do you,  What about you?|qo	A|Uh-huh.|b
B|Um. Where did you learn how to do Chinese cooking?|qw	A|Uh, just at home.|sd
B|What's a good reference cookbook for Chinese food?|qw	A|Okay,|b
A|What  do you think about these things?|qo	B|Well, as I look at our trial systems,|sd
B|How do you feel about that?|qo	A|I have been in a fairly important trial,|sd
B|What if they used law students and had that be credit hours to sit in trials?|qw	A|That would be certainly nice|sv
A|Uh, what, uh, possessed you to get the dog?|qw	B|Well, I guess, in one sense we felt that, it, it's nice to have a dog even though there are, you know, complications come with it.|sv
A|How do you get your news mostly?|qw	B|Generally, I get most of my news from, uh, the radio.|sd
B|How about you?|qo	A|Well, I can hardly wait for my morning paper to come.|sd
B|So, what sort of car are you interested in getting next?|qw	A|Well, actually, I love the car I have.|sd
B|how long does it take to go back up? About the  same time.|qw	A|Twenty seconds,|sd
B|Um, where do you stand, uh, on,|qo	A|Well, I think that people should be allowed to have them.|sv
B|Where does your friend go to to recycle?|qw	A|She lives in Garland|sd
A|What?|qw	B|We could prohibit people from being hired that are historically going to cost the company money. You know, do a little bit better research on who gets hired|sd
A|What did you get your degree at?|qw	B|Industrial Marketing.|sd
A|And what's your job now?|qw	B|Well, actually I'm selling computer software.|sd
A|what would you say?|qw	B|Well, I'd encourage it.|sd
A|how do you feel that is for someone at, at that phase in their life?|qw	B|Well, the for some people, it's good because they maybe they need a little discipline, need a little reining in at that, that stage in their life.|sv
A|what kind of fishing do you enjoy?|qw	B|Well, uh, normally I like to, to go out fishing in a boat, and, uh, rather than like bank fishing, and just like to try and catch anything that's swimming, because I've had such problems with trying to catch any type of fish, that, uh, I just really enjoy doing the boat type fishing.|sd
A|What area of lakes do you like?|qw	B|Well, uh, now, I haven't done much fishing here in Texas, uh, because I moved from Ohio,|^h
A|What's the largest fish you ever caught?|qw	B|Uh, gosh,|ba
B|What are your feelings on it?|qo	A|Well, um, I, I think that we probably are paying a little too much tax considering what we're getting for it and how it's being managed and so forth.|sv
B|And what are you going to buy?|qw	A|I I don't know,|sd
A|how do you like that|qo	B|Well, have you been listening to Iacocca's arguments that, uh, that Chrysler products are the only ones that, that all have air bags?|qy
B|What, what kind was it?|qw	A|that's it.|fo_o_fw_"_by_bc
B|then, so like your pay, what kind of a percentage do you basically keep out that you think that, you know, will cover all of the expenses, kind of thing?|qw	A|Well, in.|%
B|Or like what, what percent, do you then save or something?|qo	A|Uh, we have a lot of different things.|sd
B|Where are you from?|qw	A|Lubbock.|sd
A|What division you all in?|qw	B|I'm sorry, what?|br
A|What division are you all in?|qw	B|We're both, uh,|sd
A|where are you from?|qw	B|This is Baltimore, Maryland.|sd
B|What are you interested in in restaurants?|qw	A|Right, uh.|b
A|Well, what type of restaurant do you like, Richard?|qw	B|Uh, really, I'm kind of open on food.|sd
A|What do you look for in a restaurant?|qw	B|I hate franchised restaurants.|sd
A|out of, which direction?|qw	B|Colorado Springs.|sd
A|Out of, which direction from there?|qw	B|West|sd
A|What are your favorite programs?|qw	B|Uh, it's kind of hard to put my finger on a, on a favorite T V program,|sd
B|What building do you work in?|qw	A|I'm in the South Building.|sd
A|how many calls have you made?|qw	B|I've only made a few.|sd
A|what did you buy?|qw	B|A Ford Explorer.|sd
B|And why would that be?|qw	A|I don't know, I,|no
B|What's wrong with the Volvo.|qw	A|Oh, I don't know, they're, they're not as nice looking.|sv
B|What, what city are you calling from?|qw	A|Sherman.|sd
A|Where are you?|qw	B|Up in Dallas.|sd
B|What do you presently drive?|qw	A|Uh, Mercury Topaz.|sd
B|what are your feelings about American versus European cars?|qo	A|Um, I like anything besides Japanese.|sd
B|Why not.|qw	A|But, uh, European, I don't have any, I mean,|sd
A|And what religious faith?|qw	B|Uh, Latter Day Saints.|sd
A|What part of the country are you in?|qw	B|Oh, boy, this is going to be tough, I'm in Plano|sd
B|what part of Dallas are you from?|qw	A|Far north Dallas|sd
B|How does it compare to the years past?|qw	A|um, I don't know, I haven't lived here, let's see, we lived out of state in Wisconsin|sd
B|Well, what brought you guys down to Texas then?|qw	A|Uh, his job, he came back to start work again for a different company,|sd
A|Where did you move here from?|qw	B|Colorado.|sd
A|what kind of things do you like to do in your spare time?|qw	B|Well, uh, I have two children,|sd
B|How about you?|qo	A|Oh, I, uh, like sports type things too.|sd
B|How about you?|qo	A|Yeah,|ny
A|Really, where did you come from?|qw	B|Um, well, Ohio, kind of.|sd
B|Well how did you do?|qw	A|I won a dollar|sd
B|So how old is your retriever?|qw	A|Oh, she's about four.|sd
B|What's wrong with that?|qw	A|I don't see a thing wrong with that.|sd
A|Where you from?|qw	B|Georgia.|sd
B|If you had to pick one, what would you choose?|qw	A|Uh, I would probably go with,|sd
A|Uh, uh, how about the Oak Ridge Boys.|qo	B|Very much so.|na
B|How many children do you have?|qw	A|I have four.|sd
A|How many do you have?|qw	B|Well, I have two children and, uh, two stepdaughters.|sd
B|How old is your granddaughter?|qw	A|She's three.|sd
B|What is the best advice of mothering that you know?|qw	A|The best of, Well, uh, Cathy, I think if you look to the Word of God and, uh, think on the things that are pure and lovely|sv
A|Uh, and how, how do you feel about, uh, let's see, eye care?|qo	B|Eye care is good.|sv
A|And how do you feel about murders of law officers or fire people or something that are,  because they have had them, they have had them killed when they have,|qo	B|Well, what bothers me,|sd
A|What do you think?|qo	B|Well, I think that's a big part of it|sv
B|What about you?|qo	A|Well, I've worked all the time up until just about a year ago.|sd
B|So, where do you see,  us changing in the future?|qw	A|I don't.|sd
A|Uh, how do you feel about the death penalty?|qo	B|Well, I, you know,|%
B|When was the last time you went?|qw	A|The last time I went camping was about, uh, in the middle of October,|sd
A|How about yourself?|qo	B|Well, I haven't been in probably about three years.|sd
A|What do you think, what kind of  camping, uh, are you talking about?|qw	B|Do you do a lot of fishing?|qy
B|What do you have?|qw	A|We have a tent.|sd
B|what did you normally do?|qw	A|We normally, yeah,|sd
A|What do you like to do when you go camping?|qw	B|Um, well, let's see. I just, I mean, I just like to go|sd
B|How big a family do you have?|qw	A|Um, well, it wasn't that big of a family,|sd
A|What are your favorite T V shows?|qw	B|Uh, I guess one of my favorite ones is CHEERS.|sd
A|Oh, so what would be the, your favorite meal to cook?|qw	B|None to cook.|sd
B|So what about yours?|qo	A|Well, my wife and I and we've got a thirteen week old baby|sd
A|How do you usually cook your deer?|qw	B|Huh?|br
A|How do you usually cook your deer?|qw	B|How do we usually?|br
B|Or where are you from?|qw	A|No.|fo_o_fw_"_by_bc
A|What do you think as far as air pollution in the Dallas area?|qo	B|Well, I have some small experience in this area.|sd
A|Who are you with?|qw	B|I own an insurance agency, a managing general, a wholesaler of insurance, uh out in Addison|sd
B|How about you?|qo	A|Well, I'm into it. Uh,|na
A|What, what,  what are green fees run there?|qw	B|Uh, well they range anywhere from about five bucks for your basic city type course up to fifty, sixty dollars for a really, really nice course.|sd
A|What do you do for a living?|qw	B|Uh, I'm a student right now.|sd
A|Which, uh, which university?|qw	B|At, uh, Indiana University.|sd
A|What are you going into?|qw	B|Uh, I don't really know.|sd
A|what was  what was that movie that they had out?|qw	B|Yeah.|b
A|Or what do they do with you guys if, that you guys get,|qw	B|Uh, we get counseling|sd
A|What about you|qo	B|Well, let's see.|^h
A|What do you think about these items that are going to be, uh, taxed even more. Like, uh, tobacco and that kind of thing|qo	B|I think in a, in a way it's good, in a way it's not.|sv
A|how old is your car?|qw	B|Uh, well I have a, I have a nineteen eighty, uh, eighty-five C R X.|sd
A|So what do the Miatas run?|qw	B|they're about, uh, uh, thirteen to fourteen thousand dollars and, you know, a bit more if you add some some options  and so on|sd
B|What are you interested in?|qw	A|Whatever my husband buys|sd
A|In what way are you talking about.|qw	B|Well, I like the idea of volunteer, voluntary support.|sd
A|what, what year are they looking at?|qw	B|Well, they're not.|arp_nd
A|Uh, what age group are, are they looking at?|qw	B|Uh, oh eighteen.|sd
A|So, you, you've only known the dog, how long did you say.|qw	B|Well, about a year I guess.|sd
A|uh, uh, how old is the dog?|qw	B|It just turned two, I believe.|sd
B|How, about how big then?|qw	A|Oh, she weighs in at about fifty pounds,|sd
A|What's her name by the way?|qw	B|Uh, pardon?|br
A|What, what do you call the dog?|qw	B|Oh, it's, uh, Mitzi.|sd
A|How's that?|qw	B|Okay,|aa
B|What is that?|qw	A|I want to say Oklahoma,|sd
A|Uh, what are your feelings?|qo	B|Well if I,|%
A|Ellen what kind of a car do you think you're going to buy? and background|qw	B|Well, as a matter of fact, I was thinking about that the other day,|sd
A|but what about, um, their reputation of the company or the price.|qw	B|Yeah,|b
B|how about you?|qo	A|Well, um, the last car we bought was American because of, because of that reason,|sd
A|or like what things are you looking at?|qw	B|Well, I haven't really gotten that far with it, um,|sd
A|where are you from?|qw	B|Uh, Virginia.|sd
A|What have your other topics been?|qw	B|the other topic was, like I said, uh, something about politicians.|sd
A|well how did you get into this program.|qw	B|Excuse me. How did I get into it, oh,|b
A|So what do you think we're going to get?|qw	B|What do you think,|br
A|What do you think we're going to get for this?|qw	B|Get.|br
B|But anyhow, um, what have you seen?|qw	A|Well, last week, as a matter of fact, my children was on Spring Break|sd
B|Well, how bad were the side effects?|qw	A|Bad.|sd
B|Well how about KINDERGARTEN COP?|qo	A|Oh, yeah|b
B|Where do we get that from?|qw	A|Yes,|fo_o_fw_"_by_bc
A|So what are you going to get it off with if you get it on and it's dried?|qw	B|Well, it's, it's not too bad.|sd
A|So where do you live?|qw	B|Uh, live in Dallas.|sd
A|What do you think about, uh, the way the criminal justice system handles trials?|qo	B|Well, you know, they tell you that you get tried by a jury of your peers|sd
